,Region,District,Garden,Room,Hall,Floor,Year,Size,Direction,Renovation,Price,Elevator
4366,丰台,西罗园,宝汇苑,2,1,24,2000,87,南,毛坯,428.0,1
4367,丰台,玉泉营,三环新城7号院,2,1,29,2005,78,东西,精装,455.0,1
4368,丰台,花乡,期颐百年,2,1,9,2010,91,南,简装,395.0,1
4369,丰台,七里庄,盛鑫嘉园,3,1,22,2002,102,东,精装,600.0,1
4370,丰台,青塔,广安﹒康馨家园,2,1,16,2013,76,东西,简装,338.0,1
4371,丰台,新宫,南庭新苑南区,2,1,16,2010,60,西南,精装,308.0,1
4372,丰台,卢沟桥,沸城,2,2,25,2007,94,南,精装,390.0,1
4373,丰台,菜户营,鹏润家园,2,1,16,2001,66,东,简装,370.0,1
4374,丰台,丰台其它,张郭庄小区,2,1,6,1992,61,南北,简装,235.0,0
4375,丰台,青塔,长安新城二区,4,2,16,2004,204,南北,精装,1150.0,1
4376,丰台,赵公口,南顶村,1,1,6,1993,46,南,简装,250.0,0
4377,丰台,科技园区,中海御鑫阁,1,0,20,2012,39,西,精装,255.0,1
4378,丰台,大红门,远洋自然,1,1,18,2007,64,东,其他,430.0,1
4379,丰台,成寿寺,方庄南路18号院,2,1,18,2012,84,东南,简装,420.0,1
4380,丰台,马家堡,左右坊,2,1,16,2009,62,东,简装,360.0,1
4381,丰台,花乡,天伦锦城,3,1,13,2005,84,东,简装,350.0,1
4382,丰台,青塔,青塔南里,2,1,28,2010,68,东西,简装,285.0,1
4383,丰台,太平桥,糖人街,2,2,20,2004,75,东南,简装,465.0,1
4384,丰台,蒲黄榆,蒲安东里,2,1,18,2003,83,西,精装,500.0,1
4385,丰台,洋桥,南三环中路71号院,2,1,17,1990,75,西,其他,415.0,1
4386,丰台,北大地,福顺里,2,1,20,2002,97,南西北,其他,560.0,1
4387,丰台,菜户营,万润风景,1,1,12,2006,51,南,精装,310.0,0
4388,丰台,看丹桥,新华街六里,1,1,6,1996,66,南,其他,320.0,0
4389,丰台,旧宫,润枫锦尚,1,1,10,2010,84,西南,其他,370.0,1
4390,丰台,广安门,莲花池南里,1,1,12,1992,43,西北,其他,285.0,1
4391,丰台,看丹桥,韩庄子小区,1,1,24,2008,72,东,精装,379.0,1
4392,丰台,科技园区,怡海花园富润园,2,1,18,2001,83,西南,精装,495.0,1
4393,丰台,科技园区,益辰欣园,2,1,9,2002,89,南北,简装,476.0,1
4394,丰台,宋家庄,政怡家园,2,1,20,2006,63,西,精装,365.0,1
4395,丰台,科技园区,中海御鑫阁,1,0,20,2012,40,西,精装,261.0,1
4396,丰台,马家堡,西马金润二区,1,1,6,1998,60,南,简装,327.0,0
4397,丰台,科技园区,育仁里2号院,2,2,6,1997,72,南北,精装,384.0,0
4398,丰台,北大地,福顺里,2,1,20,2002,97,南西北,其他,560.0,1
4399,丰台,太平桥,金唐国际,1,1,24,2007,60,西北,简装,402.0,1
4400,丰台,马家堡,星河城西区,1,1,20,2005,67,西,简装,440.0,1
4401,丰台,看丹桥,新华街六里,1,1,6,1996,66,南,其他,320.0,0
4402,丰台,青塔,东海仪园,2,1,18,2013,80,南北,精装,420.0,1
4403,丰台,马家堡,名都家苑,3,1,12,2006,148,南西北,精装,1036.0,1
4404,丰台,木樨园,赵公口小区,2,1,6,1996,64,东西,精装,230.0,0
4405,丰台,科技园区,富丰园小区,2,1,6,1990,63,东西,毛坯,310.0,0
4406,丰台,旧宫,润枫锦尚,2,1,10,2010,90,东西,其他,430.0,1
4407,丰台,七里庄,东大街东里,3,1,6,1992,76,南北,简装,400.0,0
4408,丰台,科技园区,京投银泰万科西华府,2,1,21,2014,84,南北,精装,563.0,1
4409,丰台,西罗园,宝汇苑,2,1,24,2000,87,南,毛坯,458.0,1
4410,丰台,和义,红星北里,2,1,7,1997,72,南北,简装,320.0,0
4411,丰台,西罗园,珠江骏景南区,2,1,14,2007,73,西,精装,420.0,1
4412,丰台,刘家窑,贾家花园小区,2,1,6,1988,57,南北,其他,315.0,0
4413,丰台,大红门,建欣苑四里,1,1,6,1998,47,东西,精装,268.0,0
4414,丰台,花乡,天伦锦城,6,2,13,2004,241,南北,简装,780.0,1
4415,丰台,角门,角门2号院,2,1,14,1995,76,南北,简装,422.0,1
4416,丰台,宋家庄,芳泽园,3,1,16,2005,66,东南北,精装,520.0,1
4417,丰台,青塔,蔚园,2,1,16,1995,73,南,简装,330.0,1
4418,丰台,草桥,草桥欣园三区,3,1,18,2001,103,南北,精装,660.0,1
4419,丰台,马家堡,马家堡西里,3,1,24,2002,94,南,精装,555.0,1
4420,丰台,木樨园,东木樨园,1,1,15,1996,56,东,简装,259.0,1
4421,丰台,花乡,银地家园,3,1,7,2002,134,南北,简装,670.0,0
4422,丰台,卢沟桥,晓月新苑,2,2,22,2007,95,东南,精装,390.0,1
4423,丰台,玉泉营,青秀城,3,2,13,2011,120,南北,简装,840.0,1
4424,丰台,马家堡,瑞丽江畔,3,1,21,2005,114,东南,简装,678.0,1
4425,丰台,青塔,东海仪园,2,1,18,2013,80,南北,其他,400.0,1
4426,丰台,玉泉营,三环新城8号院,1,1,15,2006,70,西南,简装,388.0,1
4427,丰台,六里桥,铁路小区,3,1,24,1997,89,南西北,其他,680.0,1
4428,丰台,六里桥,永翌公馆,1,1,25,2011,71,西,精装,471.0,1
4429,丰台,刘家窑,南三环中路,1,1,18,1992,46,东北,精装,260.0,1
4430,丰台,玉泉营,优筑,1,1,16,2007,67,东北,精装,429.0,1
4431,丰台,科技园区,中海御鑫阁,1,0,20,2012,41,东,精装,286.0,1
4432,丰台,赵公口,康泽园,1,1,6,2000,49,南,简装,257.0,0
4433,丰台,北京南站,开阳里三区,2,1,18,1999,84,东北,精装,510.0,1
4434,丰台,木樨园,东木樨园,1,1,15,1996,56,东,简装,259.0,1
4435,丰台,右安门外,右外西头条10号院,2,1,6,1986,63,东西,简装,390.0,0
4436,丰台,宋家庄,政馨园一区,2,1,18,2003,69,北,精装,350.0,1
4437,丰台,草桥,冬季星空,1,1,16,2004,62,南,精装,390.0,1
4438,丰台,青塔,蔚园,1,1,6,1995,45,南,精装,249.0,0
4439,丰台,玉泉营,万年花城四期,1,0,27,2008,53,西,精装,360.0,1
4440,丰台,卢沟桥,新月家园,1,1,6,2002,73,东西,简装,310.0,0
4441,丰台,方庄,紫芳园一区,1,1,25,2002,52,东,精装,350.0,1
4442,丰台,七里庄,鼎恒中心,2,1,24,2000,108,东南,简装,410.0,1
4443,丰台,刘家窑,南三环中路,1,1,18,1992,46,东北,精装,260.0,1
4444,丰台,北大地,北大地一里,3,1,5,1981,55,南北,简装,330.0,0
4445,丰台,玉泉营,优筑,1,1,16,2007,67,东北,精装,429.0,1
4446,丰台,岳各庄,第七街区,1,1,25,2004,54,西,精装,367.0,1
4447,丰台,木樨园,双城公寓,2,1,27,1999,108,东南,简装,540.0,1
4448,丰台,岳各庄,大成郡,2,1,9,2010,108,西,精装,720.0,1
4449,丰台,七里庄,胡桃园,1,1,6,2000,72,北,简装,335.0,0
4450,丰台,宋家庄,政馨园一区,2,1,18,2003,69,北,精装,350.0,1
4451,丰台,西罗园,珠江骏景南区,1,0,13,2006,66,西,简装,330.0,1
4452,丰台,岳各庄,第七街区,1,1,25,2004,54,北,简装,340.0,1
4453,丰台,玉泉营,万年花城三期,2,1,16,2006,94,东西,简装,570.0,1
4454,丰台,六里桥,金家村288号院,2,1,6,1996,78,南北,精装,560.0,0
4455,丰台,木樨园,圣淘沙,3,2,12,2003,195,南北,其他,1000.0,1
4456,丰台,丰台其它,南宫雅苑一期,3,1,6,2005,101,南北,简装,410.0,0
4457,丰台,玉泉营,三环新城7号院,2,1,29,2005,100,南,其他,560.0,1
4458,丰台,新宫,飞腾家园,3,2,6,2004,102,南北,其他,441.0,0
4459,丰台,岳各庄,西府景园,2,1,23,2004,90,西南,其他,530.0,1
4460,丰台,玉泉营,三环新城6号院,3,1,22,2005,120,南,简装,690.0,1
4461,丰台,西罗园,珠江骏景中区,3,1,24,2002,152,南,其他,836.0,1
4462,丰台,菜户营,鹏润家园,2,1,30,2001,101,东,精装,700.0,1
4463,丰台,北京南站,右外东庄,2,1,6,1980,59,南北,其他,370.0,0
4464,丰台,玉泉营,鸿业兴园二区,2,2,18,2009,88,南北,精装,430.0,1
4465,丰台,玉泉营,三环新城7号院,2,1,29,2005,97,南北,精装,550.0,1
4466,丰台,太平桥,精图小区55号院,2,1,5,1993,78,南,简装,475.0,0
4467,丰台,洋桥,东丽温泉,2,1,24,2004,112,西南,精装,610.0,1
4468,丰台,草桥,草桥欣园四区,1,1,14,2004,69,南北,简装,380.0,1
4469,丰台,洋桥,东丽温泉,2,1,24,2002,90,东南,精装,540.0,1
4470,丰台,方庄,芳古园二区,4,2,22,2000,197,东南,简装,1380.0,1
4471,丰台,太平桥,太平桥西里,3,1,18,2000,74,东南,其他,550.0,1
4472,丰台,卢沟桥,晓月苑三里,2,1,6,1998,68,东西,毛坯,295.0,0
4473,丰台,新宫,飞腾家园,3,2,6,2004,102,南北,其他,441.0,0
4474,丰台,刘家窑,建邦华府,2,2,18,2009,128,南,精装,829.0,1
4475,丰台,玉泉营,三环新城7号院,2,1,29,2005,100,南,其他,560.0,1
4476,丰台,北京南站,开阳里六区,3,1,24,2002,148,南西北,精装,850.0,1
4477,丰台,五里店,五里店南里,2,1,6,1990,56,南北,其他,255.0,0
4478,丰台,玉泉营,育芳园,2,1,6,1986,72,南北,简装,430.0,0
4479,丰台,玉泉营,万年花城五期,2,1,21,2011,92,南北,简装,663.0,1
4480,丰台,方庄,芳群园四区,2,1,6,1988,63,南北,精装,390.0,0
4481,丰台,五里店,丰西北里,2,1,6,1990,58,南北,简装,258.0,0
4482,丰台,新宫,南庭新苑南区,2,1,15,2009,58,南,其他,325.0,1
4483,丰台,青塔,兆丰园,2,2,26,2002,88,西南,其他,430.0,1
4484,丰台,马家堡,嘉园二里,2,1,6,1998,67,东西,其他,388.0,0
4485,丰台,玉泉营,怡海花园恒丰园,2,1,22,2005,127,南,其他,830.0,1
4486,丰台,玉泉营,万年花城三期,1,1,20,2006,68,西北,简装,410.0,1
4487,丰台,右安门外,右外西头条10号院,2,1,6,1986,63,南北,简装,376.0,0
4488,丰台,岳各庄,第七街区,1,0,25,2004,54,西,精装,350.0,1
4489,丰台,赵公口,苗圃东里,3,1,22,2002,84,东南,精装,420.0,1
4490,丰台,五里店,丰西北里,2,1,6,1990,49,西北,精装,210.0,0
4491,丰台,广安门,莲花池南里,3,1,6,1988,68,南北,其他,505.0,0
4492,丰台,成寿寺,方庄南路18号院,2,1,15,2013,85,东北,精装,443.0,1
4493,丰台,北京南站,开阳里六区,3,1,24,2002,148,南西北,精装,850.0,1
4494,丰台,方庄,芳群园四区,2,1,6,1988,63,南北,精装,390.0,0
4495,丰台,西罗园,珠江骏景中区,3,1,24,2002,176,南西,精装,820.0,1
4496,丰台,菜户营,万泉寺南里,2,1,4,1996,72,南北,其他,490.0,0
4497,丰台,马家堡,角门16号院,3,1,6,1995,79,东西,其他,445.0,0
4498,丰台,玉泉营,万年花城四期,2,1,24,2008,101,东北,精装,670.0,1
4499,丰台,七里庄,中建一局北院,2,1,6,1994,72,南,简装,425.0,0
4500,丰台,洋桥,政洋家园,2,1,18,1998,84,东南,精装,464.0,1
4501,丰台,七里庄,鼎恒中心,3,1,24,2000,164,西北,其他,620.0,1
4502,丰台,玉泉营,三环新城7号院,2,1,29,2004,102,南,精装,575.0,1
4503,丰台,大红门,建欣苑六里,1,1,15,2007,76,西,精装,396.0,1
4504,丰台,五里店,丰卉家园,2,1,7,2001,92,南北,其他,445.0,1
4505,丰台,岳各庄,第七街区,1,0,25,2004,54,西,精装,350.0,1
4506,丰台,草桥,恋日嘉园一期,7,3,10,2001,320,南北,精装,2000.0,1
4507,丰台,宋家庄,顶秀欣园东苑,1,1,21,2006,53,东北,简装,250.0,1
4508,丰台,菜户营,天伦北里,3,2,19,1990,179,东南,简装,1000.0,1
4509,丰台,青塔,青塔南里,2,1,28,2010,68,东西,简装,285.0,1
4510,丰台,青塔,春园,2,1,18,1999,73,东南,简装,370.0,1
4511,丰台,大红门,建欣苑六里,2,1,16,2007,111,东南,简装,566.0,1
4512,丰台,七里庄,近园路,3,2,6,2000,107,东,精装,640.0,0
4513,丰台,玉泉营,万年花城三期,2,2,8,2006,100,南北,简装,650.0,1
4514,丰台,花乡,银地家园,2,2,14,2005,106,南北,精装,534.0,1
4515,丰台,西罗园,珠江骏景南区,1,0,13,2006,66,西,简装,310.0,0
4516,丰台,玉泉营,三环新城7号院,1,1,29,2005,62,西,精装,318.0,1
4517,丰台,洋桥,洋桥西里,3,1,24,1990,95,南北,简装,550.0,1
4518,丰台,宋家庄,顶秀欣园东苑,1,1,21,2006,53,东北,简装,250.0,1
4519,丰台,玉泉营,三环新城8号院,1,1,22,2006,66,东,简装,378.0,1
4520,丰台,菜户营,万润风景,1,1,16,2006,46,南,简装,345.0,1
4521,丰台,马家堡,丽水园,1,1,14,2005,56,南,简装,360.0,1
4522,丰台,玉泉营,怡海花园恒丰园,2,1,22,2005,132,东南,精装,811.0,1
4523,丰台,右安门外,玉林东里三区,2,1,6,1987,52,南北,精装,420.0,0
4524,丰台,木樨园,慧时欣园,1,1,25,2001,72,西南,精装,398.0,1
4525,丰台,和义,和义东里一区,1,1,6,1997,51,南,其他,256.0,0
4526,丰台,科技园区,看丹路6号院,2,2,6,2003,97,南北,精装,460.0,0
4527,丰台,方庄,首开璞瑅公馆,4,1,7,2015,226,南西北,毛坯,2300.0,1
4528,丰台,赵公口,苗圃东里,2,1,22,1998,65,东南,精装,365.0,1
4529,丰台,科技园区,设计师广场,1,0,26,2008,56,西南,精装,295.0,1
4530,丰台,六里桥,永翌公馆,1,1,25,2009,71,西,精装,470.0,1
4531,丰台,六里桥,京铁家园,2,2,14,2002,118,南北,精装,594.0,1
4532,丰台,马家堡,益城园,2,2,6,2002,102,南北,精装,630.0,0
4533,丰台,太平桥,首科花园,3,1,24,2004,117,南,精装,780.0,1
4534,丰台,五里店,丰卉家园,3,2,6,2005,120,南北,其他,590.0,0
4535,丰台,和义,南苑北里三区,3,1,6,1996,78,东西,简装,376.0,0
4536,丰台,六里桥,京铁家园,2,2,14,2002,118,南北,精装,594.0,1
4537,丰台,成寿寺,晶城秀府,3,2,14,2010,185,西北,精装,1080.0,1
4538,丰台,玉泉营,万年花城二期,1,0,27,2006,51,西,简装,351.0,1
4539,丰台,科技园区,保温段,2,1,6,1990,50,西北,简装,230.0,0
4540,丰台,和义,红星北里,2,1,6,1997,81,南北,其他,328.0,0
4541,丰台,青塔,华富丽苑,1,1,30,2009,70,东南,精装,320.0,1
4542,丰台,西罗园,汇达公寓,1,1,26,2000,61,西北,其他,358.0,1
4543,丰台,北京南站,翠林一里,3,1,18,1998,91,西南,精装,570.0,1
4544,丰台,青塔,春园,1,1,24,1998,53,东南,简装,280.0,1
4545,丰台,菜户营,菜户营,2,1,6,1980,56,南北,其他,390.0,0
4546,丰台,和义,红星北里,2,1,7,2000,72,南北,其他,319.0,0
4547,丰台,岳各庄,珠江峰景,2,1,21,2006,112,西南,简装,620.0,1
4548,丰台,五里店,程庄路6号院,2,1,6,1993,68,南北,精装,330.0,0
4549,丰台,青塔,万恒家园,2,1,6,2005,96,南北,精装,552.0,1
4550,丰台,方庄,紫芳园一区,3,1,25,2002,93,东北,精装,610.0,1
4551,丰台,和义,红星北里,2,1,7,2000,72,南北,其他,319.0,0
4552,丰台,北大地,北大街南里,3,1,6,1983,64,南北,简装,368.0,0
4553,丰台,菜户营,鹏润家园,3,2,30,2001,132,西西北,简装,850.0,1
4554,丰台,七里庄,保利欣苑,2,1,9,2004,87,西南,精装,650.0,1
4555,丰台,科技园区,亿城天筑,3,2,6,2006,140,南北,精装,899.0,0
4556,丰台,马家堡,星河城东区,2,2,11,2007,116,南北,精装,793.0,1
4557,丰台,花乡,天伦锦城,2,1,20,2010,101,南北,精装,489.0,1
4558,丰台,七里庄,东大街35号院,2,1,6,1992,59,东西,简装,340.0,0
4559,丰台,旧宫,美宅湾,2,1,15,2006,86,南西,其他,378.0,1
4560,丰台,旧宫,万源北路7号院,2,1,16,2012,93,西南,其他,360.0,1
4561,丰台,宋家庄,政馨园三区,1,1,10,2003,56,东,精装,340.0,1
4562,丰台,新宫,诚苑南里,3,1,9,1999,98,南北,精装,415.0,0
4563,丰台,大红门,建欣苑四里,1,1,6,2000,54,南北,精装,338.0,0
4564,丰台,岳各庄,丰体时代花园,2,1,29,2005,88,东北,简装,399.0,1
4565,丰台,玉泉营,新村四里,2,1,6,1985,52,南,简装,270.0,0
4566,丰台,北大地,北大地四里,2,1,5,1985,52,南北,精装,320.0,0
4567,丰台,蒲黄榆,17号旁门,2,1,6,1986,58,东西,简装,410.0,0
4568,丰台,西罗园,祥瑞苑,3,2,14,2000,132,南北,简装,630.0,1
4569,丰台,青塔,广安﹒康馨家园,1,1,19,2013,62,南,简装,290.0,1
4570,丰台,玉泉营,三环新城8号院,2,1,22,2006,96,西南北,简装,512.0,1
4571,丰台,科技园区,中海御鑫阁,1,0,20,2012,41,东,精装,290.0,1
4572,丰台,角门,角门2号院,1,1,14,1995,69,南,精装,380.0,1
4573,丰台,和义,红星北里,3,2,6,1997,108,南北,其他,426.0,0
4574,丰台,科技园区,怡海花园富润园,3,1,18,2001,116,南,精装,699.0,1
4575,丰台,卢沟桥,晓月新城,1,1,24,2007,55,北,精装,265.0,1
4576,丰台,旧宫,润枫锦尚,1,1,10,2010,64,东,其他,299.0,0
4577,丰台,北大地,正阳小区,3,1,19,2000,114,西北,简装,635.0,1
4578,丰台,洋桥,海户西里,3,1,14,1993,81,南北,简装,450.0,1
4579,丰台,赵公口,跃城,2,1,20,2005,90,北,简装,510.0,1
4580,丰台,旧宫,万源东里,2,1,5,1990,67,南北,简装,370.0,0
4581,丰台,六里桥,莲馨嘉园,3,2,21,2002,150,东北,精装,850.0,1
4582,丰台,成寿寺,四方景园五区,2,1,28,2003,91,西南,简装,485.0,1
4583,丰台,大红门,上海建筑,2,1,11,2010,89,东南西北,精装,590.0,1
4584,丰台,科技园区,天龙华鹤,2,1,29,2008,69,南,简装,305.0,1
4585,丰台,科技园区,城市经典,3,1,18,1995,120,东北,简装,490.0,1
4586,丰台,太平桥,糖人街,1,0,20,2004,49,东,简装,246.0,1
4587,丰台,青塔,青塔南里,3,1,28,2010,87,南北,简装,370.0,1
4588,丰台,科技园区,京投银泰万科西华府,2,1,19,2017,89,南北,精装,595.0,1
4589,丰台,科技园区,京投银泰万科西华府,2,1,21,2014,87,东南,精装,557.0,1
4590,丰台,五里店,丰西北里,3,1,6,1992,68,南北,简装,278.0,0
4591,丰台,蒲黄榆,蒲黄榆五巷,2,1,6,1992,62,东南西,简装,360.0,0
4592,丰台,草桥,风景club,3,2,15,2007,159,东南,精装,1150.0,1
4593,丰台,科技园区,宝隆温泉公寓,2,1,25,1998,93,东南,简装,447.0,1
4594,丰台,五里店,丰卉家园,2,1,7,2001,91,南北,精装,430.0,1
4595,丰台,岳各庄,丰体时代花园,3,1,29,2009,115,西北,其他,510.0,1
4596,丰台,大红门,上海建筑,2,1,11,2010,89,东南西北,精装,590.0,1
4597,丰台,宋家庄,政馨园一区,1,1,18,2003,55,北,简装,290.0,1
4598,丰台,马家堡,马家堡西里,1,1,6,1995,43,西南,精装,255.0,0
4599,丰台,看丹桥,建国街二里,2,1,6,1992,60,南北,简装,258.0,0
4600,丰台,青塔,广安﹒康馨家园,3,1,27,2015,93,东南北,其他,450.0,1
4601,丰台,方庄,首开璞瑅公馆,4,2,7,2015,211,南北,毛坯,2200.0,1
4602,丰台,科技园区,京投银泰万科西华府,2,1,21,2014,88,南北,精装,550.0,1
4603,丰台,木樨园,东木樨园,1,1,15,1996,50,东,简装,265.0,1
4604,丰台,青塔,蔚园,1,1,6,1995,44,南,毛坯,260.0,0
4605,丰台,方庄,紫芳园三区,1,1,22,2008,68,北,精装,560.0,1
4606,丰台,北京南站,开阳里六区,1,1,24,2002,101,西南,简装,600.0,1
4607,丰台,成寿寺,文成建筑,2,2,18,2009,115,南北,精装,750.0,1
4608,丰台,青塔,广安﹒康馨家园,3,1,34,2015,93,南西北,精装,439.0,1
4609,丰台,赵公口,大红门东前街甲27号,3,1,6,1998,73,东南,简装,385.0,0
4610,丰台,马家堡,富卓苑,2,1,6,2000,70,东西,精装,420.0,0
4611,丰台,七里庄,东大街,2,1,6,1995,50,南北,毛坯,320.0,0
4612,丰台,岳各庄,西府兰庭,3,1,18,2006,148,南北,精装,1060.0,1
4613,丰台,马家堡,嘉园二里,2,1,6,1998,62,南北,其他,348.0,0
4614,丰台,玉泉营,三环新城7号院,2,1,29,2005,90,南北,精装,515.0,1
4615,丰台,蒲黄榆,刘家窑东里,2,1,18,1998,68,西,简装,408.0,1
4616,丰台,刘家窑,正邦嘉园一期,2,1,22,2001,91,西,简装,480.0,1
4617,丰台,科技园区,怡海花园富泽园,3,1,6,1998,121,南北,简装,680.0,0
4618,丰台,宋家庄,芳泽园,1,1,16,2005,56,东,精装,305.0,1
4619,丰台,科技园区,天下儒寓,2,1,28,2005,66,西北,简装,301.0,1
4620,丰台,六里桥,莲怡园北路1号院,3,1,6,1995,75,南北,简装,520.0,0
4621,丰台,玉泉营,鸿业兴园二区,2,1,18,2009,90,西北,简装,445.0,1
4622,丰台,太平桥,太平桥西里,2,1,21,1993,65,南,精装,450.0,1
4623,丰台,刘家窑,正邦嘉园一期,2,1,22,2001,110,西南,简装,540.0,1
4624,丰台,西罗园,宝汇苑,3,1,24,2000,90,南北,精装,508.0,1
4625,丰台,丽泽,保利百合,2,2,21,2009,92,南,精装,783.0,1
4626,丰台,卢沟桥,沸城,3,1,25,2009,120,南西,简装,535.0,1
4627,丰台,菜户营,金都苑,1,1,29,2006,61,西南,简装,390.0,1
4628,丰台,马家堡,嘉园二里,2,1,6,1998,62,南北,其他,348.0,0
4629,丰台,玉泉营,三环新城7号院,2,1,29,2005,90,南北,精装,515.0,1
4630,丰台,科技园区,宝隆温泉公寓,2,1,25,1998,93,西南,其他,447.0,1
4631,丰台,蒲黄榆,刘家窑东里,2,1,18,1998,68,西,简装,408.0,1
4632,丰台,青塔,万科紫苑,3,1,15,2012,94,南北,精装,670.0,1
4633,丰台,六里桥,莲馨嘉园,2,1,21,2002,109,东南,精装,700.0,1
4634,丰台,岳各庄,第七街区,1,1,18,2004,63,南,其他,440.0,1
4635,丰台,西罗园,珠江骏景中区,2,1,24,2002,100,南北,精装,600.0,1
4636,丰台,和义,和义东里一区,2,1,6,1994,58,南北,简装,270.0,0
4637,丰台,科技园区,中海御鑫阁,1,0,20,2012,46,东,精装,295.0,1
4638,丰台,北京南站,世纪金色嘉园,1,1,28,2003,59,北,精装,438.0,1
4639,丰台,玉泉营,优筑,1,1,16,2007,67,北,精装,425.0,1
4640,丰台,卢沟桥,晓月新苑,2,1,22,2007,88,西北,其他,349.0,1
4641,丰台,菜户营,万泉寺南里,2,1,4,1996,59,南北,其他,415.0,0
4642,丰台,玉泉营,青秀城,2,1,20,2011,85,南北,简装,600.0,1
4643,丰台,花乡,银地家园,2,1,13,2004,77,西北,精装,385.0,1
4644,丰台,玉泉营,万年花城三期,2,1,20,2006,97,西南北,精装,630.0,1
4645,丰台,玉泉营,万年花城三期,3,2,16,2006,135,南北,精装,900.0,1
4646,丰台,西罗园,宝汇苑,2,1,24,2000,88,南,简装,510.0,1
4647,丰台,六里桥,莲馨嘉园,2,1,21,2002,109,东南,精装,700.0,1
4648,丰台,青塔,万科紫苑,3,1,15,2012,94,南北,精装,670.0,1
4649,丰台,岳各庄,民岳家园,2,1,22,2003,98,东南,其他,499.0,1
4650,丰台,马家堡,星河城东区,3,2,11,2007,150,南北,精装,1037.0,1
4651,丰台,大红门,建欣苑三里,2,1,12,2003,91,东西北,精装,450.0,1
4652,丰台,卢沟桥,晓月新苑,2,1,22,2007,88,西北,其他,349.0,1
4653,丰台,科技园区,城市经典,2,1,18,1995,87,西北,精装,355.0,1
4654,丰台,菜户营,万泉寺南里,2,1,4,1996,59,南北,其他,415.0,0
4655,丰台,五里店,程庄南里,3,1,21,2003,143,东北,精装,566.0,1
4656,丰台,青塔,万科紫苑,3,1,9,2010,90,南北,精装,680.0,1
4657,丰台,玉泉营,三环新城8号院,3,1,22,2006,121,南,精装,695.0,1
4658,丰台,和义,红星北里,2,1,7,1997,72,南西北,其他,317.0,0
4659,丰台,旧宫,万源东里,3,1,5,1980,66,南北,其他,350.0,0
4660,丰台,看丹桥,建国街一里,2,1,6,1991,59,南北,精装,290.0,0
4661,丰台,方庄,芳城园三区,2,1,25,1995,74,西南,其他,450.0,1
4662,丰台,岳各庄,万科紫台,3,2,11,2006,173,南北,精装,1250.0,1
4663,丰台,科技园区,中海御鑫阁,2,1,21,2012,90,南北,精装,650.0,1
4664,丰台,玉泉营,鸿业兴园一区,2,1,21,2006,95,西北,简装,530.0,1
4665,丰台,刘家窑,石榴园北里小区,2,1,6,1992,65,东西,简装,330.0,0
4666,丰台,马家堡,嘉园二里,2,1,6,1998,61,东西,简装,350.0,0
4667,丰台,青塔,万科紫苑,3,1,9,2010,90,南北,精装,680.0,1
4668,丰台,玉泉营,三环新城7号院,3,1,29,2004,115,西南,精装,655.0,1
4669,丰台,刘家窑,方南家园二期,3,2,24,2004,140,东南,简装,820.0,1
4670,丰台,太平桥,首科花园,2,1,20,2006,92,南,其他,639.0,1
4671,丰台,北大地,正阳小区,1,1,14,2000,64,东,简装,366.0,1
4672,丰台,木樨园,海慧寺,1,1,6,1980,39,南,简装,241.0,0
4673,丰台,北京南站,翠林二里,1,1,6,1996,43,南,精装,255.0,0
4674,丰台,玉泉营,三环新城8号院,1,1,15,2007,74,东南,精装,425.0,1
4675,丰台,草桥,冬季星空,1,1,16,2004,62,北,精装,395.0,1
4676,丰台,成寿寺,四方景园二区,2,1,28,2005,89,东南,简装,502.0,1
4677,丰台,岳各庄,第七街区,1,1,25,2004,52,西北,简装,353.0,1
4678,丰台,科技园区,天下儒寓,1,1,28,2005,68,南,精装,308.0,1
4679,丰台,宋家庄,红狮家园,1,1,29,2010,70,西,精装,380.0,1
4680,丰台,青塔,建邦枫景,3,1,22,2010,88,南北,简装,458.0,1
4681,丰台,草桥,玺萌丽苑,3,2,24,2001,154,西南,简装,898.0,1
4682,丰台,马家堡,枫竹苑北路,3,1,6,2003,123,南北,简装,660.0,0
4683,丰台,方庄,方庄6号,3,1,16,2007,161,南北,精装,1300.0,1
4684,丰台,玉泉营,三环新城7号院,2,1,29,2005,97,南北,简装,530.0,1
4685,丰台,刘家窑,方南家园二期,3,2,24,2004,140,东南,简装,820.0,1
4686,丰台,右安门外,玉林里小区,1,1,18,1993,49,东南,简装,305.0,1
4687,丰台,方庄,芳群园三区,1,1,14,1995,63,东,简装,360.0,1
4688,丰台,北大地,文体路甲3号院,1,1,24,2003,62,东南,简装,388.0,1
4689,丰台,新宫,翠海明苑,3,1,6,2005,117,南北,简装,697.0,0
4690,丰台,青塔,广安﹒康馨家园,2,1,30,2013,80,南北,精装,388.0,1
4691,丰台,方庄,紫芳园三区,3,2,22,2008,203,南,精装,1450.0,1
4692,丰台,花乡,银地家园,3,1,12,2002,128,南北,精装,630.0,1
4693,丰台,科技园区,怡锦园,3,2,30,2003,129,东北,简装,770.0,1
4694,丰台,玉泉营,鸿业兴园一区,2,1,16,2006,91,东北,精装,550.0,1
4695,丰台,草桥,玺萌鹏苑,2,1,24,2002,92,东,简装,560.0,1
4696,丰台,洋桥,海户西里34号院,3,1,18,1998,82,东北,精装,450.0,1
4697,丰台,北大地,前泥洼小区,2,1,6,1993,59,南北,简装,335.0,0
